1.000000,901710.538000,274961.540000,2.508000
2.000000,901722.399000,274965.680000,1.572000
3.000000,901714.787000,274960.742000,2.342000
4.000000,901723.741000,274960.449000,1.459000
5.000000,901718.358000,274956.247000,2.138000
6.000000,901715.739000,274952.994000,2.419000
7.000000,901715.702000,274946.129000,2.578000
8.000000,901724.771000,274946.701000,1.850000
9.000000,901718.363000,274966.328000,1.911000
10.000000,901720.976000,274951.680000,2.084000
11.000000,901721.287000,274954.000000,1.962000
12.000000,901727.085000,274953.558000,1.381000
