1.000000,901870.250257,274658.765208,0.735111
2.000000,901865.381357,274662.493772,0.899064
3.000000,901868.171982,274662.450818,0.746075
4.000000,901868.979623,274653.618790,1.055146
5.000000,901864.556297,274655.119294,1.443117
6.000000,901862.244039,274658.034519,1.416086
7.000000,901873.184885,274647.563671,0.962209
8.000000,901877.841179,274647.661752,0.660226
9.000000,901867.356273,274647.974545,1.623183
10.000000,901869.987682,274649.770459,1.176179
11.000000,901866.535185,274651.610285,1.475152
12.000000,901866.048025,274658.268997,1.055099
13.000000,901872.877819,274652.213225,0.818172
99.000000,902335.438000,274787.796000,7.420000
