1.000000,901735.382271,274921.082115,1.313536
2.000000,901728.246412,274920.632048,1.988511
3.000000,901726.044113,274927.367859,2.014449
4.000000,901729.334984,274933.018926,1.520418
5.000000,901732.066572,274920.533935,1.614527
6.000000,901735.138585,274932.733715,1.057443
7.000000,901730.621362,274937.932697,1.269384
8.000000,901732.012203,274911.333946,1.993599
9.000000,901748.555027,274902.874855,1.035732
10.000000,901718.520881,274943.207657,2.239293
11.000000,901724.804456,274933.152631,1.960398
12.000000,901711.345171,274932.756508,3.644346
13.000000,901718.116298,274914.734923,3.568516
14.000000,901715.267076,274923.500146,3.572435
15.000000,901740.118455,274922.062040,0.961548
16.000000,901739.115786,274928.415231,0.894494
17.000000,901724.320579,274933.994997,1.976389
99.000000,902335.438000,274787.796000,7.420000
