1.000000,901804.414000,274727.447000,1.842000
2.000000,901809.406000,274717.693000,1.750000
3.000000,901810.193000,274739.039000,1.274000
4.000000,901814.694000,274745.957000,1.144000
5.000000,901817.253000,274735.065000,1.174000
6.000000,901814.495000,274716.605000,1.472000
7.000000,901823.884000,274714.387000,1.223000
8.000000,901822.608000,274718.075000,1.175000
9.000000,901818.733000,274716.979000,1.300000
10.000000,901818.782000,274721.824000,1.241000
11.000000,901820.815000,274724.844000,1.142000
12.000000,901802.710000,274744.172000,1.565000
13.000000,901808.641000,274754.601000,1.197000
14.000000,901806.740000,274723.197000,1.781000
15.000000,901809.261000,274722.803000,1.649000
16.000000,901811.389000,274720.900000,1.532000
17.000000,901812.247000,274732.754000,1.340000
18.000000,901815.230000,274726.346000,1.307000
19.000000,901809.315000,274727.893000,1.513000
99.000000,902335.438000,274787.796000,7.420000
