1.000000,901742.713000,274921.101000,2.067000
2.000000,901734.706000,274932.530000,2.134000
3.000000,901727.857000,274939.859000,2.208000
4.000000,901723.705000,274935.067000,2.351000
5.000000,901715.404000,274948.619000,2.608000
6.000000,901721.287000,274961.757000,2.318000
7.000000,901723.548000,274977.845000,2.544000
8.000000,901737.393000,274948.723000,2.243000
9.000000,901729.248000,274931.113000,2.183000
10.000000,901742.376000,274933.205000,2.113000
11.000000,901735.773000,274940.636000,2.194000
12.000000,901721.815000,274945.780000,2.300000
99.000000,902335.438000,274787.796000,7.420000


