1.000000,901746.506000,274917.990000,1.960000
2.000000,901727.811000,274922.292000,2.365000
3.000000,901724.032000,274939.005000,2.314000
4.000000,901720.789000,274931.236000,2.639000
5.000000,901730.563000,274929.183000,2.158000
6.000000,901731.429000,274939.004000,2.157000
7.000000,901731.482000,274968.820000,2.271000
8.000000,901739.093000,274939.546000,2.140000
9.000000,901722.899000,274973.365000,2.373000
10.000000,901715.403000,274948.576000,2.639000
11.000000,901715.956000,274940.023000,2.777000
12.000000,901751.460000,274937.298000,1.682000
13.000000,901739.325000,274930.485000,2.077000
14.000000,901739.117000,274955.923000,2.182000
15.000000,901727.404000,274958.279000,2.272000
16.000000,901717.020000,274958.687000,2.294000
99.000000,902335.438000,274787.796000,7.420000
