1.000000,901896.393000,274564.201000,1.797000
2.000000,901888.457000,274481.535000,6.120000
3.000000,901930.442000,274451.783000,2.085000
4.000000,901923.635000,274387.696000,6.169000
5.000000,901827.617000,274722.411000,1.382000
6.000000,901832.587000,274716.540000,1.124000
7.000000,901825.512000,274718.326000,1.697000
8.000000,901836.366000,274710.067000,1.053000
9.000000,901826.687000,274711.336000,1.604000
10.000000,901831.557000,274706.149000,1.448000
99.000000,902335.438000,274787.796000,7.420000
