1.000000,901921.486000,274472.048000,1.690000
2.000000,901915.647000,274482.943000,1.787000
3.000000,901911.442000,274490.083000,1.780000
4.000000,901917.033000,274489.230000,1.757000
5.000000,901920.672000,274479.762000,1.712000
6.000000,901915.060000,274475.908000,1.856000
7.000000,901917.366000,274499.333000,1.229000
8.000000,901913.628000,274499.927000,1.751000
9.000000,901910.681000,274492.939000,1.778000
10.000000,901928.288000,274471.839000,1.264000
11.000000,901920.586000,274475.523000,1.728000
12.000000,901924.683000,274475.354000,1.532000
13.000000,901921.965000,274485.012000,1.307000
14.000000,901924.970000,274478.963000,1.324000
15.000000,901918.591000,274494.234000,1.304000
16.000000,901914.465000,274494.923000,1.807000
17.000000,901929.742000,274475.375000,1.068000
18.000000,901923.429000,274492.501000,0.885000
99.000000,902335.438000,274787.796000,7.420000
