1.000000,901724.679774,274941.883796,1.894329
2.000000,901717.888664,274955.621478,2.186193
3.000000,901732.661614,274941.316830,1.315366
4.000000,901724.174528,274950.418208,1.730260
5.000000,901710.483649,274955.668878,2.605162
6.000000,901730.504590,274950.766401,1.292283
7.000000,901722.660714,274956.275053,1.707207
8.000000,901727.398245,274959.028045,1.324205
9.000000,901712.623595,274944.238103,2.742261
10.000000,901715.935165,274949.944244,2.476230
11.000000,901718.819064,274963.931985,1.748131
12.000000,901726.672879,274966.478334,1.203143
99.000000,902335.438000,274787.796000,7.420000
