1.000000,901731.255195,274942.407664,2.101351
2.000000,901737.775312,274948.305434,1.948332
3.000000,901726.815084,274936.287102,1.942382
4.000000,901733.949766,274919.615248,1.934542
5.000000,901741.764619,274918.926250,1.986579
6.000000,901729.934346,274923.314089,2.060496
7.000000,901736.731281,274924.274868,1.956516
8.000000,901728.797266,274931.051771,1.939431
9.000000,901732.305624,274933.907752,1.993423
10.000000,901743.526747,274937.048393,1.791444
11.000000,901744.943998,274931.612496,1.845492
12.000000,901737.148924,274932.687386,2.075452
99.000000,902335.438000,274787.796000,7.420000
