1.000000,901718.876000,274940.091000,2.579000
2.000000,901716.583000,274945.799000,2.581000
3.000000,901717.550000,274934.979000,2.726000
4.000000,901742.496000,274942.755000,1.827000
5.000000,901737.725000,274947.700000,1.887000
6.000000,901729.939000,274952.295000,1.941000
7.000000,901733.849000,274939.516000,1.904000
8.000000,901718.896000,274929.525000,2.742000
9.000000,901727.389000,274935.830000,2.088000
10.000000,901737.504000,274932.533000,1.856000
11.000000,901733.259000,274915.460000,2.143000
12.000000,901751.142000,274919.319000,1.844000
13.000000,901721.488000,274952.999000,2.060000
14.000000,901730.483000,274962.836000,1.960000
15.000000,901734.592000,274958.068000,1.974000
16.000000,901723.847000,274918.800000,2.659000
17.000000,901726.949000,274922.092000,2.394000
99.000000,902335.438000,274787.796000,7.420000
