1.000000,901740.506000,274926.111000,2.081000
2.000000,901729.232000,274931.125000,2.216000
3.000000,901723.658000,274935.182000,2.392000
4.000000,901734.639000,274932.534000,2.162000
5.000000,901727.782000,274939.950000,2.195000
6.000000,901735.769000,274940.663000,2.195000
7.000000,901721.767000,274945.784000,2.307000
8.000000,901717.559000,274951.666000,2.394000
9.000000,901742.496000,274933.189000,2.146000
10.000000,901728.468000,274947.689000,2.204000
11.000000,901724.075000,274978.416000,2.567000
12.000000,901721.282000,274961.744000,2.306000
99.000000,902335.438000,274787.796000,7.420000
