1.000000,901712.375724,274932.810222,3.343350
2.000000,901721.174972,274935.619546,2.168364
3.000000,901716.123213,274928.525288,2.940399
4.000000,901723.060382,274929.656070,2.240418
5.000000,901720.884022,274925.040687,2.564446
6.000000,901723.006554,274914.994905,2.730534
7.000000,901727.913107,274918.414013,2.150527
8.000000,901727.167198,274909.856413,2.459591
9.000000,901732.240621,274904.438048,2.214654
10.000000,901719.701856,274919.884969,2.910482
11.000000,901722.075525,274907.555905,3.232588
99.000000,902335.438000,274787.796000,7.420000


