1.000000,901869.866229,274668.266139,0.967037
2.000000,901878.448113,274635.586850,1.353321
3.000000,901885.959652,274629.876489,0.993394
4.000000,901875.415207,274630.632523,2.006348
5.000000,901905.529419,274576.859172,0.942876
6.000000,901887.946801,274595.499099,2.102665
7.000000,901894.675479,274577.499578,2.060829
8.000000,901885.676437,274607.110961,1.758568
9.000000,901894.964784,274615.276636,0.878541
10.000000,901850.690361,274665.012534,1.897987
11.000000,901866.417568,274650.309692,2.023161
12.000000,901877.898676,274641.618466,1.213273
13.000000,901894.942438,274601.667894,1.095645
